Company_Brand,Sector,Stage,Funding_Year,Amount($),HeadQuarter,What_it_does,Year_Founded,Founders,Investor
Kuvera.in,Financial Services,Angel,2018,250000.0,"Bangalore, Karnataka, India",An online platform for mutual fund investments.,,,
Livehealth,"Health Care, Information Technology, Management Information Systems",Seed,2018,1100000.0,"Pune, Maharashtra, India",Livehealth is an end-to-end collaborative report management solution. We help you get your medical reports instantly from various health,,,
Gramophone,Farming,Seed,2018,1000000.0,"Indore, Madhya Pradesh, India",An agricultural inputs startup Company.,,,
Ora,"Business Travel, Hospitality, Hotel, Marketplace, Tourism, Travel Accommodations",Seed,2018,0.0,"Kolkata, West Bengal, India",Ora is an online marketplace of unique accommodations. Awarded as among top 3000 startups in India by IIM Kolkata.,,,
Buddy4Study.com,"Career Planning, Education, Higher Education, Service Industry",Series A,2018,3000000.0,"Noida, Uttar Pradesh, India",Buddy4Study is the best scholarship search engine for Indian students. It also helps organizations to set up their own scholarship schemes.,,,
Predible Health,Medical Device,Seed,2018,0.0,"Bangalore, Karnataka, India",Healthcare devices for cancer detection,,,
Syncremedies Healthcare Pvt Ltd,"Alternative Medicine, Health Care",Seed,2018,0.0,"Bangalore, Karnataka, India","Syncremedies is an Integrated Medicine service that brings together Allopathy, Ayurveda and Homeopathy to treat chronic ailments.",,,
Blueleaf Cyberspace Systems,"Internet, Software",Seed,2018,0.0,"Bangalore, Karnataka, India",Bluleaf Cyberspace is Cloud Based Software Company.,,,
Toffee,—,Seed,2018,1500000.0,"Gurgaon, Haryana, India","Toffee is a bite size, micro-event & contextual insurtech startup which aims to de-jargonise the insurance buying experience.",,,
ORO Wealth,—,Series A,2018,1600000.0,"Mumbai, Maharashtra, India",Online wealth management platform,,,
HealWell24,"Dental, Elder Care, Health Care, Home Health Care, Personal Health",Seed,2018,200000.0,"Mumbai, Maharashtra, India","HealWell24 is India's emerging technology-empowered healthcare company, aiming to bring world-class quality healthcare services anywhere.",,,
Acko General Insurance,"Financial Services, Insurance, Private Social Networking",Series A,2018,12000000.0,"Mumbai, Maharashtra, India",Acko General Insurance is a digital insurance company in India that redefines insurance for the consumers.,,,
arzooo.com,"Consumer Electronics, E-Commerce, E-Commerce Platforms, Electronics, Shipping, Shopping",Seed,2018,219000.0,"Bangalore, Karnataka, India",E-commerce website promising the best price on any product a consumer buys anywhere on the internet.,,,
Bonphul Air Products,CleanTech,Angel,2018,292000.0,"Delhi, Delhi, India",A clean tech product Company,,,
DheeYantra Research Labs,Artificial Intelligence,Seed,2018,0.0,"Bangalore, Karnataka, India","DheeYantra is building a cognitive conversational chatbot platform by name ""dhee.ai"" for vernacular languages",,,
Edyoo,Education,Seed,2018,1000000.0,"Bengaluru, Karnataka, India","Edyoo.com is a technology platform that offers the most intuitive design, flexibility, and ease of use.",,,
Chtrbox,"Advertising, Internet, Marketing",Angel,2018,146000.0,"Mumbai, Maharashtra, India",Chtrbox connects social media influencers with brands .,,,
Aashiyaan Housing and Development Finance,Financial Services,Seed,2018,1971000.0,"Kolkata, West Bengal, India",Provide housing finance to those in the informal sector enabling the hither to un-served to own a home of their own.,,,
BetterPlace Safety Solutions Pvt. Ltd.,"Human Resources, Security, Training",Series A,2018,3000000.0,"Bangalore City, Karnataka, India","BetterPlace provides businesses with contractor workforce management, including onboarding, training, and background checks.",,,
Cashkumar,"Consumer Lending, Finance, FinTech",Seed,2018,730000.0,"Bengaluru, Karnataka, India",A P2P Lending Platform connecting millions of financially under-served & new to credit borrowers with investment savvy lenders in India,,,
Rocketium,"Marketing, Social Media, Video",Seed,2018,292000.0,"Bangalore, Karnataka, India",Easy video creation for social media.,,,
FreightBazaar,Transportation,Seed,2018,0.0,"Hyderabad, Andhra Pradesh, India",FreightBazaar.com is an online platform that connects Truck suppliers with Truck users.,,,
OPEN,Banking,Seed,2018,0.0,"Bangalore, Karnataka, India",Open up to a new world of Banking,,,
mfine,"Health Care, Hospital",Series A,2018,4200000.0,"Bengaluru, Karnataka, India",Hospital & Health Care Start up,,,
Earth Food,"Food and Beverage, Food Processing",Seed,2018,934400.0,"Pune, Maharashtra, India",Earth Food is a healthy Food Start Up.,,,
Charcoal Eats,Food Processing,Seed,2018,730000.0,"Mumbai, Maharashtra, India",Charcoal Eats aims to bring Dominos style standardisation.,,,
Wishfie,Apps,Seed,2018,0.0,"Bangalore, Karnataka, India",A platform for people to express their opinions in form of short videos around any topic.,,,
The Social Hook,Marketing,Seed,2018,0.0,"Bengaluru, Karnataka, India",Fast growing Influencer Marketing platform in India.,,,
FreightBro,"Apps, B2B, Freight Service, Logistics, SaaS, Shipping, Supply Chain Management, Transportation",Seed,2018,0.0,"Mumbai, Maharashtra, India",Software for the new-age freight,,,
Finwego,—,Seed,2018,0.0,"Chennai, Tamil Nadu, India",Finwego partners with Small and Medium Businesses in India to offer convenient and responsible credit to their employees,,,
Cricnwin,"Digital Entertainment, Fantasy Sports, Gaming, Sports",Seed,2018,0.0,"Gurgaon, Haryana, India",Cricnwin is a Gurugram - based Fan Engagement Platform,,,
TheCollegeFever,"Brand Marketing, Event Promotion, Marketing, Sponsorship, Ticketing",Seed,2018,250000.0,"Bangalore, Karnataka, India","TheCollegeFever is a hub for fun, fiesta and frolic of Colleges.",,,
Wicked Ride Adventure Services Private Limited,"Automotive, Last Mile Transportation, Peer to Peer, Ride Sharing",Venture - Series Unknown,2018,10000000.0,"Bangalore, Karnataka, India",Peer-to-Peer motor vehicles sharing,,,
Career Anna,"Commercial, E-Learning, Education",Seed,2018,584000.0,"Bangalore, Karnataka, India",India's Go to Career Commerce Portal,,,
ERUDITUS Executive Education,"Continuing Education, EdTech, Education, Skill Assessment",Series C,2018,40000000.0,"Mumbai, Maharashtra, India","Eruditus, promoted by Alumni of INSEAD and other top business schools, delivers high quality executive education programmes",,,
Gaia Smart Cities,"Smart Cities, Telecommunications",Seed,2018,0.0,"Mumbai, Maharashtra, India",Gaia Smart Cities is an early leader in the rapidly-emerging Internet of Things (IoT) marketplace.,,,
Square Off,"Internet of Things, Robotics",Seed,2018,1100000.0,"Mumbai, Maharashtra, India",Delivering Imagination,,,
UrbanClap,"Apps, Home Services, Information Services, Information Technology",Series D,2018,50000000.0,"Delhi, Delhi, India",UrbanClap is India's leading managed marketplace for home services.,,,
Hospals,"Medical, Tourism",Seed,2018,1500000.0,"New Delhi, Delhi, India",Hospals is a medical tourism company.,,,
Kogta Financial India Limited,Financial Services,Series B,2018,22484000.0,"Jaipur, Rajasthan, India",Kogta Financial (India) Ltd is a retail-focused non banking financial company .,,,
Perspectico,"Career Planning, Education, Internet",Seed,2018,0.0,"New Delhi, Delhi, India",An Education Management startup.,,,
The Souled Store,"Fashion, Graphic Design, Wearables",Venture - Series Unknown,2018,3000000.0,"Mumbai, Maharashtra, India","The Souled Store bring to you awesome t-shirts, framed prints, badges, notebooks, coasters.",,,
Hush - Speak Up. Make Work Better,"Communities, Leisure, Mobile Apps, Software",Seed,2018,657000.0,"Bangalore, Karnataka, India",Enabling diversity of opinions in organizations,,,
Drivezy,"Automotive, Rental, Sharing Economy",Debt Financing,2018,100000000.0,"Bengaluru, Karnataka, India",Drivezy is India's largest vehicle sharing platform which helps people turn their vehicles into earning members of their family.,,,
Freyr Energy,"Energy, Environmental Consulting, Renewable Energy, Solar",Series A,2018,1500000.0,"Hyderabad, Andhra Pradesh, India","Freyr Energy is a company that provides full service solar provider based in Hyderabad, India.",,,
NIRAMAI Health Analytix,"Health Care, Hospital",Seed,2018,6000000.0,"Bangalore, Karnataka, India",NIRAMAI has developed a novel breast cancer screening solution that uses Thermalytix.,,,
CloudSek,"Information Technology, SaaS, Security",Seed,2018,2044000.0,"Bengaluru, Karnataka, India",Cloudsek is an Infosec Risk assessment company which provides intelligence needed to tackle online threats.,,,
Lendbox,"Crowdfunding, Financial Services, Internet",Seed,2018,876000.0,"Delhi, Delhi, India",Lendbox is India's leading peer-to-peer lending online lending platform.,,,
Verloop,"Customer Service, Information Technology, Internet, Sales Automation",Series A,2018,3000000.0,"Bangalore, Karnataka, India",Verloop is an automated customer support and engagement platform.,,,
Flickstree,"Advertising, Artificial Intelligence, Digital Media, iOS, Location Based Services, News, Video, Video on Demand, Video Streaming",Seed,2018,0.0,"Mumbai, Maharashtra, India","Flickstree is a smart video content aggregator, powered by Artificial Intelligence.",,,
Paymatrix,"Credit Cards, Payments, Property Insurance, Property Management, Rental Property",Seed,2018,100000.0,"Hyderabad, Andhra Pradesh, India",India's Leading Property Rent management platform,,,
Idha Skin Clinic,"Beauty, Cosmetics, Health Care, Service Industry",Seed,2018,73000.0,"Bangalore City, Karnataka, India",Idha skin clinic jayanagar is dedicated to restore health and natural beauty to your skin.,,,
InCred,"Banking, Finance, Financial Services",Private Equity,2018,41900000.0,"Mumbai, Maharashtra, India",InCred Finance is a mumbai-based non-banking financial company,,,
Vedantu,"EdTech, Education, Mobile, Tutoring",Series B,2018,11000000.0,"Bangalore, Karnataka, India",Vedantu provides personalized LIVE Online Tutoring. Vedantu aims to democratize teaching by creating a marketplace of Teachers,,,
Sportido,"Social Media, Sports",Seed,2018,0.0,"Noida, Uttar Pradesh, India",Sportido is a sports discovery app that helps you find people and places to play 700+ sports around you.,,,
Stelis Biopharma,Biopharma,Series B,2018,100000000.0,"Bangalore, Karnataka, India",Stelis Biopharma is a vertically integrated biopharmaceutical company,,,
Magicpin,"E-Commerce, E-Commerce Platforms, Retail",Series C,2018,20586000.0,"Gurgaon, Haryana, India","Magicpin is a platform where users and merchants in a locality discover, interact, and transact.",,,
Try & Buy,"E-Commerce, Fashion, Shopping",Seed,2018,0.0,"New Delhi, Delhi, India",Try & Buy,,,
Mech Mocha,"Digital Entertainment, Mobile, PC Games",Series B,2018,3530000.0,"Bangalore, Karnataka, India",Mech Mocha is a mobile gaming startup based in Bangalore working towards ‘Making India Play’ .,,,
Aye Finance,"Finance, Financial Services, Small and Medium Businesses",Debt Financing,2018,1051200.0,"Gurgaon, Haryana, India",Aye Finance provides financial services to micro and small businesses in Northern India.,,,
Aldopay,Mobile Payments,Seed,2018,200000.0,"Chennai, Tamil Nadu, India",Mobile Wallet Focusing on hassle free checkout via Finger Print & OTP.,,,
Detect Technologies,"Artificial Intelligence, Energy, Oil and Gas",Series A,2018,3300000.0,"Chennai, Tamil Nadu, India",Completely automated remote control system.,,,
Signzy,"Computer, FinTech, Risk Management, Software",Series A,2018,3504000.0,"Bangalore, Karnataka, India",Signzy are creating 'building blocks for a Digital Trust system.,,,
CashRich,"Apps, Financial Services, FinTech",Seed,2018,1000000.0,"Mumbai, Maharashtra, India",A Mumbai-based fin-tech startup,,,
Cloudnine Hospitals,"Child Care, Health Care, Hospital, Medical, Women's",Private Equity,2018,0.0,"Bangalore, Karnataka, India",Cloudnine is an Indian chain of women and child care hospitals.,,,
CropIn Technologies,"Agriculture, Mobile",Series B,2018,8468000.0,"Bengaluru, Karnataka, India","To discover, develop and deliver innovative solution in Agtech Space",,,
Billdesk,"Finance, FinTech, Payments, Property Development, Rental",Venture - Series Unknown,2018,0.0,"Ahmedabad, Gujarat, India","BillDesk, a property of IndiaIdeas.com Ltd. was conceived in early 2000 to solve the frustrations of most of us when it comes to paying",,,
Yaantra,"Information Services, Information Technology, Mobile, Software",Debt Financing,2018,2000000.0,"Delhi, Delhi, India","Yaantra, India’s leading mobile phone repair, refurbished & Unboxed centre In India",,,
TECHBOOZE,Education,Seed,2018,100000.0,"New Delhi, Delhi, India","Techbooze[1] ""AN OPEN FORUM"" is an educational enterprise, headquartered in India working across the country.",,,
HealthifyMe,"Apps, Fitness, Health Care, mHealth",Series B,2018,6000000.0,"Bangalore, Karnataka, India",HealthifyMe is an application that allows its users to achieve their fitness and weight loss goals from their computers and smartphones.,,,
hoi foods,"Food and Beverage, Food Delivery",Seed,2018,525600.0,"Gurgaon, Haryana, India",India's first hotel dedicated food brand which promises great in room dining experience in budget hotels,,,
Perpule,"Apps, Payments, Retail",Series A,2018,4964000.0,"Bangalore, Karnataka, India",Perpule is a self-checkout product for retail outlets to enhance the shopping experience of the customers.,,,
Royal Sundaram General Insurance Co. Limited,"Health Insurance, Insurance, Life Insurance",Corporate Round,2018,210000000.0,"Kalpakkam, Tamil Nadu, India","Royal Sundaram provides comprehensive insurance plans and innovative insurance solutions to individuals, families and businesses.",,,
CleanseCar,Automotive,Angel,2018,511000.0,"Bangalore, Karnataka, India",CleanseCar is a company provides Washing and Repair Services.,,,
DRIVEU,"Rental, Taxi Service, Travel",Venture - Series Unknown,2018,1022000.0,"Bengaluru, Karnataka, India",DriveU is a convenient and a quick way of getting on demand drivers for consumers and businesses,,,
Spinny,"E-Commerce, E-Commerce Platforms, Internet, Retail",Series A,2018,11000000.0,"Gurgaon, Haryana, India",Used cars marketplace in India. Ushering new era of transparency and convenience.,,,
Asset Reconstruction Company (India) Ltd.,"Financial Services, Professional Services",Secondary Market,2018,0.0,"Mumbai, Maharashtra, India",Asset Reconstruction Company (India) Ltd. operates as a asset reconstruction company.,,,
Med365 Healthcare,Health Diagnostics,Seed,2018,730000.0,"Jaipur, Rajasthan, India","Wellness, Specialised Testing, Healthcare at Home",,,
Dunzo,"Customer Service, Messaging, Mobile Apps, Personalization",Debt Financing,2018,1022000.0,"Bangalore, Karnataka, India",Dunzo is an app that connects you with the nearest available delivery partner to pickup or deliver items for you.,,,
Mobile Premier League (MPL),"Gaming, iOS, Sports",Series A,2018,5000000.0,"Bengaluru, Karnataka, India",Mobile Premier League(MPL) is a skill based E-Sports platform where you can play your favourite mobile games and win real cash always.,,,
WalMart India,Retail,Venture - Series Unknown,2018,37680000.0,"Gurgaon, Haryana, India","Wal-Mart India Private Limited is a wholly owned subsidiary of Walmart Stores Inc.,",,,
Cred,—,Seed,2018,0.0,"Bengaluru, Karnataka, India",Cred is a platform to celebrate and reward the most creditworthy people of India.,,,
Meesho,"E-Commerce, E-Commerce Platforms, Internet, Mobile Apps, Social Media",Series C,2018,50000000.0,"Bangalore, Karnataka, India","Meesho is an online reseller network of housewives and SMBs, who sell products within their network on social channels.",,,
BhaskarGuru,Search Engine,Seed,2018,1000000.0,"Bhopal, Madhya Pradesh, India",Bhaskarguru.com is your local search Engine,,,
Gugu,"Battery, Electric Vehicle, Energy, Renewable Energy, Transportation",Seed,2018,250000.0,"Coimbatore, Tamil Nadu, India",Gugu designs & Sells all Electric Connected Two-wheeler's with Network of Open & Free Fast charging Stations across India.,,,
FarmTaaza,"Agriculture, Farmers Market, Farming",Series A,2018,0.0,"Bengaluru, Karnataka, India",Farm Taaza provides expert advice to the farmers on improving the yield and improving the field operations of the farmer.,,,
Vizzbee,"Artificial Intelligence, Drones, Navigation, Packaging Services, Robotics",Pre-Seed,2018,20000.0,"Bhopal, Madhya Pradesh, India",Autonomous Drone Solutions for last mile delivery as well as search and rescue,,,
BIGPHI TECHNOLOGIES PVT. LTD.,Fashion,Angel,2018,900000.0,"Bangalore, Karnataka, India",BIGPHI technologies is the India's first technologically advanced apparel and wearable company.,,,
Mobycy,"Fitness, GreenTech, Internet of Things, Mobile Apps, Ride Sharing, Transportation",Angel,2018,0.0,"Gurgaon, Haryana, India",India's 1st Dockless Bicycle Sharing App,,,
Traveo Soft Pvt. Ltd.,"Mobile, Software, Travel",Undisclosed,2018,17520.0,"Bangalore, Karnataka, India",AI based Business Travel & Expense management,,,
Em Personal Care,Cosmetics,Seed,2018,0.0,"Worli, Maharashtra, India",Em Personal Care is a Cosmetic products manufacturing Company.,,,
Lucideus,"Consulting, Cyber Security, Network Security",Venture - Series Unknown,2018,5000000.0,"New Delhi, Delhi, India","Lucideus is a cybersecurity company that offers its customers with consultancy, training, and solutions to counteract cyber-attacks.",,,
Eupheus Learning,"E-Learning, EdTech, Education",Seed,2018,0.0,"Delhi, Delhi, India",Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,,,
GamingMonk,"eSports, Gaming, Video Games",Series A,2018,584000.0,"New Delhi, Delhi, India","GamingMonk is an eSports gaming company based out of New Delhi, India.",,,
Sukkhi Jewellery,"Fashion, Jewelry",Venture - Series Unknown,2018,7446000.0,"Mumbai, Maharashtra, India",Sukkhi Jewellery is a Contemporary fashion jewellery brand.,,,
INDwealth,Financial Services,Seed,2018,32120000.0,"Gurgaon, Haryana, India",INDwealth is an Artificial Intelligence (AI) powered wealth management company,,,
Medikabazaar,"B2B, Medical Device",Series A,2018,5000000.0,"Mumbai, Maharashtra, India",India's largest medical and surgical supplies marketplace,,,
NIRA,"Credit, Financial Services, FinTech, Lending",Seed,2018,1000000.0,"Bangalore, Karnataka, India","NIRA promotes financial inclusion by creating simple, transparent products that empower individuals to live a life of choice and freedom.",,,
Duroflex Pvt. Ltd.,"Consumer Goods, Manufacturing",Private Equity,2018,22000000.0,"Alleppey, Kerala, India",Duroflex Pvt. Ltd. operates as a dominant mattress player.,,,
Clensta,"Biotechnology, Health Care, Wellness",Seed,2018,0.0,"New Delhi, Delhi, India",A biotechnology start-up was incorporated to improve the National Hygiene condition whilst addressing the aspect of water conservation.,,,
Jetbrain Robotics,"Health Care, Hospital, Medical, Robotics",Seed,2018,70000.0,"Gurgaon, Haryana, India","Jetbrain Robotics is Hong Kong / Gurgaon based company, building advanced robotic transportation solutions for multi speciality hospitals.",,,
Medimetry,Health Care,Seed,2018,0.0,"Haryana, Haryana, India","MediMetry is an online platform where patients can consult specialists doctors online - from anywhere, at anytime.",,,
Healthkart,"E-Commerce, Fitness, Health Care",Venture - Series Unknown,2018,10000000.0,"Gurgaon, Haryana, India","The one stop shop for health, fitness & beauty.",,,
Indiabulls Ventures,"Financial Services, Venture Capital",Post-IPO Equity,2018,224723200.0,"Mumbai, Maharashtra, India",Indiabulls Ventures Limited is one of India’s leading capital market companies providing securities and derivative broking services.,,,
Vistara,Aerospace,Private Equity,2018,292000000.0,"Haryana, Haryana, India",Vistara is a joint venture of Tata Sons Limited and Singapore Airlines Limited (SIA),,,
ClearTax,"Accounting, Apps, FinTech",Series B,2018,58400000.0,"New Delhi, Delhi, India",ClearTax India helps individuals prepare and e-file their Income Tax Return online.,,,
Shuttl,"Apps, Mobile, Transportation",Debt Financing,2018,1000000.0,"Gurgaon, Haryana, India","Shuttl provides an app-based office shuttle service to make daily commute safe, reliable, affordable and dignified for everyone.",,,
GuruQ,Reading Apps,Seed,2018,365000.0,"New Delhi, Delhi, India",A one of its kind digital integrated platform connecting tutors and students.,,,
Azure Power,"Energy, Renewable Energy, Solar",Post-IPO Equity,2018,185000000.0,"New Delhi, Delhi, India","Azure Power produces and distributes solar power to commercial, government, and utility customers in India.",,,
Cube,"Banking, Financial Services, FinTech",Series A,2018,2044000.0,"Mumbai, Maharashtra, India",Cube is consumer banking focused fintech company.,,,
RAHI Care,"Health Care, Hospital",Venture - Series Unknown,2018,0.0,"Chandigarh, Chandigarh, India",RAHI Care is a Health Care company.,,,
Mynvax,Biotechnology,Angel,2018,0.0,"Bangalore, Karnataka, India",Mynvax is a biotech Company.,,,
Loans4SME,Financial Services,Seed,2018,0.0,"Mumbai, Maharashtra, India",Loans4SME is an alternative lending platform.,,,
UpCyclersLab,"Apps, Education, Retail",Seed,2018,0.0,"Mumbai, Maharashtra, India",UpCyclersLab is a startup that makes sustainability-based learning tools for children above the age of five.,,,
Cellerite Systems,Electric Vehicle,Seed,2018,0.0,"Hyderabad, Andhra Pradesh, India",Cellerite Systems is a charging solutions provider for electric vehicles.,,,
Taru Naturals,"Agriculture, Farming",Seed,2018,0.0,"Mumbai, Maharashtra, India",Taru Naturals is a network that connects farmer communities with clean technology and renewable energy.,,,
LetsMD,"Fitness, Health Care, Wellness",Seed,2018,1000000.0,"New Delhi, Delhi, India",LetsMD.com is a marketplace for elective surgeries,,,
Twenty Two Motors,"Automotive, Battery, Electric Vehicle, Manufacturing, Mechanical Design",Corporate Round,2018,65000000.0,"Haryana, Haryana, India",Twenty Two Motors aim of making cutting edge EV technology affordable for the current generation.,,,
Truebil,"Automotive, E-Commerce, Marketplace",Series A,2018,2000000.0,"Mumbai, Maharashtra, India","Truebil is a team of young, highly motivated professionals who strive to help you buy and sell used cars in the simplest way possible.",,,
FarmersFZ,Agriculture,Seed,2018,0.0,"Kochi, Kerala, India",FarmersFZ is an online venture for fresh and safe vegetables and agri products.,,,
Worxogo,Information Technology,Series A,2018,2409000.0,"Bangalore, Karnataka, India",worxogo’s is a pioneering persuasive technology products align employee behaviours .,,,
Vivish Technologies (myGate),"Apps, Information Services, Information Technology",Series A,2018,9490000.0,"Bengaluru, Karnataka, India",India's leading mobile based security management solution .,,,
Singularity Dynamics,Artificial Intelligence,Seed,2018,0.0,"Bengaluru, Karnataka, India",Singularity Dynamics is a Chip-design testing startup.,,,
Virtual MetalStreet(MetalStreet),"B2B, Marketplace",Angel,2018,700000.0,"Bengaluru, Karnataka, India",Virtual MetalStreet(Metalstreet) is a B2B marketplace for steel trading in India,,,
Veritas Finance,Financial Services,Venture - Series Unknown,2018,30000000.0,"Guindy, Tamil Nadu, India",Veritas Finance has been promoted with a primary purpose of meeting the working capital and business credit requirements of the small bus.,,,
Manjushree Technopack,Packaging Services,Private Equity,2018,0.0,"Bangalore, Karnataka, India",Manjushree Technopack is a Rigid plastics packaging convertor in India and South Asia.,,,
GoZefo,"Computer, Furniture, Software",Venture - Series Unknown,2018,3066000.0,"Bangalore, Karnataka, India",Startup working on a white space in the eCommerce industry.,,,
Zomato,"Food Delivery, Hospitality, Reservations, Restaurants, Search Engine",Secondary Market,2018,210000000.0,"Gurgaon, Haryana, India",Zomato is a search app offering detailed information for restaurants as well as online food delivery.,,,
Innov8 Coworking,"Collaboration, Communities, Coworking, Real Estate",Seed,2018,4000000.0,"New Delhi, Delhi, India",Innov8 is a Y- Combinator backed company that offers coworking and shared office spaces.,,,
RevFin,"Accounting, Banking, Finance",Seed,2018,0.0,"Delhi, Delhi, India",RevFin is a digital lending company.,,,
Lavelle Networks,"Cloud Computing, Enterprise Software, Network Hardware, Network Security, SaaS",Venture - Series Unknown,2018,292000.0,"Bengaluru, Karnataka, India",Lavelle Networks provides Software Defined WAN (SD-WAN) Solutions to build end to end Enterprise Networking Platforms for tomorrow,,,
Blackbuck,"Information Services, Internet, Logistics, Supply Chain Management, Transportation",Series D,2018,29632160.0,"Bengaluru, Karnataka, India",Blackbuck is a logistics startup based in India.,,,
Cardekho,"Automotive, E-Commerce, Information Services",Series C,2018,75000000.0,"Gurgaon, Haryana, India",Cardekho is a car search venture that helps users buy cars that are right for them.,,,
ElasticRun,"Delivery, Logistics, Transportation",Series B,2018,8760000.0,"Pune, Maharashtra, India",ElasticRun develops an online system that improves the reception of orders from customers and the dispatch of delivery drivers in India.,,,
Droom Technology Private Limited,"Automotive, E-Commerce Platforms, Marketplace",Series E,2018,30000000.0,"Gurgaon, Haryana, India",Droom is a marketplace for automobiles and automobile services.,,,
Vogo Rentals,"Last Mile Transportation, Railroad, Transportation, Travel",Debt Financing,2018,1168000.0,"Kormangala, Karnataka, India",Vogo is a dockless scooter rental company in India which lets customers rent scooters for short one way trips.,,,
InnerChef,"Cooking, E-Commerce, Food and Beverage, Food Delivery, Online Portals",Venture - Series Unknown,2018,1760000.0,"Gurgaon, Haryana, India",InnerChef is an online food discovery and delivery experience that will make the foodie in you come alive.,,,
LivQuik,"FinTech, Mobile, Mobile Payments, Payments, Retail Technology",Corporate Round,2018,2700000.0,"Mumbai, Maharashtra, India",LivQuik was incorporated with the vision to simplify payments for merchants and consumers in an increasingly digital world,,,
Disprz,"E-Learning, Education",Debt Financing,2018,400000.0,"Chennai, Tamil Nadu, India","Disprz is a one-of-its-kind “knowledge-tech” start-up that strives to make people knowledgeable, productive and smarter at what they do.",,,
9stacks,"Online Games, Software",Series A,2018,4088000.0,"Delhi, Delhi, India",Online gaming startup.,,,
Origo,—,Venture - Series Unknown,2018,11680000.0,"Gurgaon, Haryana, India","Origo Commodities, a complete post-harvest management services for agricultural commodities, is the fastest growing company in its sector.",,,
YourOwnROOM,"Online Portals, Property Management, Rental",Seed,2018,750000.0,"Bangalore, Karnataka, India","Good quality, strategically located homes closer to work for millennials",,,
Vahdam Teas,"E-Commerce, Food and Beverage, Tea",Series B,2018,2500000.0,"New Delhi, Delhi, India",Vahdam Teas is a vertically integrated online-first tea brand that sources premium garden fresh teas direct from over 150+ tea plantations.,,,
Spoofin,"Music, Social Network, Video",Venture - Series Unknown,2018,0.0,"New Delhi, Delhi, India",A social networking app that lets you create and view Spoofs of your favourite videos.,,,
Strom Motors,Automotive,Angel,2018,0.0,"Mumbai, Maharashtra, India",Strom Motors is a smart urban mobility Company.,,,
PharmEasy,"Health Care, Pharmaceutical, Wellness",Series C,2018,80000000.0,"Mumbai, Maharashtra, India",PharmEasy - Indias largest healthcare delivery platform,,,
Licious,"Delivery Service, Food and Beverage, Food Delivery",Series C,2018,25000000.0,"Bengaluru, Karnataka, India","Licious is an online meat and fish ordering startup that solves existing problem of finding safe, delectable, trustworthy fresh meat.",,,
Stanza Living,"Hospitality, Information Technology, Travel Accommodations",Venture - Series Unknown,2018,10658000.0,"New Delhi, Delhi, India",Stanza Living is a co-living platform created for students moving to a new place.,,,
docturnal,"Biotechnology, Diabetes, Health Care",Seed,2018,0.0,"Hyderabad, Andhra Pradesh, India","Docturnal, an online platform, enables individuals to find information and diagnostic services related to diabetes, cancer, and more.",,,
Bounce (Metro Bikes),"Autonomous Vehicles, Last Mile Transportation, Recreational Vehicles, Rental",Debt Financing,2018,3000000.0,"Bangalore, Karnataka, India","Bounce (formerly Metro Bikes) is an urban mobility solution that makes daily commute stress-free, time-saving, reliable, and convenient.",,,
Technology 9 Labs (T9L),Information Technology,Corporate Round,2018,0.0,"New Delhi, Delhi, India",Technology 9 Labs is an Information Technology and Services company.,,,
Goals101,Financial Services,Seed,2018,3500000.0,"Delhi, Delhi, India",Goals101 is a one of the fastest growing big-data platforms.,,,
Satya MicroCapital,"Finance, Financial Exchanges, Financial Services, Micro Lending",Venture - Series Unknown,2018,5840000.0,"New Delhi, Delhi, India",New Delhi-based non-banking financial company.,,,
Ummeed Housing Finance Private Limited,"Finance, Financial Services",Series C,2018,8760000.0,"Haryana, Haryana, India",Ummeed Housing Finance Private Limited,,,
StockEdge,"Analytics, Apps, Market Research",Seed,2018,1100000.0,"Kolkata, West Bengal, India","StockEdge is a unique platform, which is 100% focused on research and analytics",,,
Sequretek,—,Venture - Series Unknown,2018,3700000.0,"Mumbai, Maharashtra, India",Sequretek is a cyber security start-up.,,,
Avenues Payments India Pvt. Ltd.,—,Corporate Round,2018,1300000.0,"Mumbai, Maharashtra, India",Avenues Payments is an IT solutions provider for the remittance\money transfer and forex industries.,,,
Qbera,"Finance, Financial Services",Venture - Series Unknown,2018,2044000.0,"Bangalore, Karnataka, India",Qbera is a managed marketplace for unsecured personal loans.,,,
Urban Ladder,"E-Commerce, E-Commerce Platforms, Furniture, Home Decor, Internet",Debt Financing,2018,5600000.0,"Bangalore, Karnataka, India",Urban Ladder is a Bangalore-based online furniture company.,,,
Planet11 eCommerce Solutions India (Avenue11),—,Corporate Round,2018,3796000.0,"Bengaluru, Karnataka, India","Planet11 is backed by SK Planet, which is a part of the SK Group – one of the largest conglomerates in South Korea.",,,
DailyNinja,"Apps, Mobile, Mobile Apps, Software",Series A,2018,0.0,"Bengaluru, Karnataka, India","Daily Ninja, a mobile app that delivers daily needs on a subscription model",,,
Iba Halal Care,—,Series A,2018,2190000.0,"Ahmedabad, Gujarat, India",Iba Halal Care is a cosmetics brand company.,,,
Knocksense,"News, Publishing, Social Media",Seed,2018,0.0,"Lucknow, Uttar Pradesh, India",Knocksense is a fast growing lifestyle website.,,,
Togedr,—,Venture - Series Unknown,2018,0.0,"Gurgaon, Haryana, India",Togedr is an activity discovery & booking platform.,,,
